khach_cmt,rating,shop_phan_hoi,shop,dvvc,sản phẩm
5 sao cho chất lượng 1 sao cho trách nhiệm. không che tên sản phẩm,4,,1,0,4
"có note đừng để tên sản phẩm nhưng shop không đọc, quần sử dụng ổn",4,,1,0,4
shop không kiểm tra có một chiếc bị lỗi nhưng không sao.quảng cáo có 4 màu mà giáo có 2 màu.,4,,0,0,2
"hàng tốt, mà do không ước chừng kích thước nên hơi nhỏ ",4,,0,0,2
chất vải không như hình minh họa lắm nhưng kiểu dáng vẫn giống và giá ok nha,4,,0,0,2
size không đúng với mô tả,4,,0,0,1
"sịp vải quá mỏng, cương lên 1 phát là banh liền.",4,,0,0,4
"chất cũng được, nhưng cạp quần có vết sứt nhỏ ( 4 quần đều bị như vậy)",4,,0,0,1
tui bốn mấy cân mà mặc hơi chật,4,,0,0,1
mình mua size xl mà shop ship size mặt chả vừa trên quần không có tên máy gì cả không hiểu hàng gì luôn,4,,0,0,4
khá là ổn còn bền hay không thì phải qua sử dụng 1 thời gian mới kiểm chứng được,4,,0,0,2
trên quần không có tên nhãn hiệu nhưng quần tốt nên chấp nhận được,4,,0,0,2
"đợt này shop giao hàng không như hàng lúc trước, mạc cũng không có",4,,0,0,1
"chất ok nhưng chồng mặc mới biết được, ủng hộ shop dài",4,,0,0,1
"quần đục lỗ nên thoáng là đúng rồi, mà hơi mỏng quá không biết giặt có bền không",4,,0,0,2
ok lắm nha.,4,,0,0,1
quần hơi mỏng với còn nhiều chỉ thừa đường may không chắc chắn lắm còn lại ok,4,,0,0,2
"giao hàng nhanh , nhưng mà shop chưa tinh ý lắm , lẽ ra nên che tên sản phẩm huhu , ngại quá",4,,1,1,0
thời gian giao khá lâu hay do mình đặt đúng hôm sale?,4,,0,1,0
hộp sip shop bán đắt. shop khác bán 99k. shop bán 124k. mua rồi mới biết,4,,0,0,4
hình ảnh set hộp 4 quần 4 màu. khi nhận chỉ được 2 màu,4,,0,0,4
chất vải ok nhưng size hơi nhỏ. mình mua size xl mà nhỏ hơn so với size xl thường mua.,4,,0,0,4
"hàng đẹp như hình, đóng gói cẩn thận, giao hàng nhanh, tận tình.",4,,0,1,4
"quần đẹp nhưng độ co giãn ít, giao trùng màu. giá vậy là ok lắm rồi ",4,,0,0,4
vỏ hộp size xl nhưng bên trong là size 3xl. shop không kiểm tra hàng có 1 chiếc bị rách. chất ok ,4,,0,0,4
hàng giao nhanh. đóng gói kỹ chất liệu vải ổn. cám ơn shop,4,,1,1,0
đã nhận được hàng,4,,0,0,0
quần đẹp chất liệu vãi tốt nhưng hơi nhỏ so với size,4,,0,0,2
chất liệu cũng được nhưng hơi nhỏ. xl bảo là tới 85kg mình 78kg mà đã chật rồi,4,,0,0,1
"may chọn hơn một cỡ mới vừa chứ như đo kiểu shop thì không vừa mất.hàng đẹp, ok",4,,0,0,1
"mình mua nhiều mà shop hết màu nên chỉ có 4 màu, hơi buồn",4,,0,0,4
có 2 cái trùng màu.2 cái thừa chỉ.nhưng chất lượng ok,4,,0,0,4
tạm được,4,"chào m*l, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc m*l một ngày tốt lành! ",0,0,4
giao hàng nhanh,4,"chào pnamv, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc pnamv một ngày tốt lành! ",0,1,0
"giao hơi chậm, sản phẩm ổn",4,"chào nguyenchibaotl4, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc nguyenchibaotl4 một ngày tốt lành! ",0,1,4
hi,4,"chào a*4, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc a*4 một ngày tốt lành! ",0,0,0
"giao nhanh, hàng đẹp và tốt lắm",4,"chào nguyenphukhuong15, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc nguyenphukhuong15 một ngày tốt lành! ",0,1,2
không có nhãn mác,4,"chào katrung720, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc katrung720 một ngày tốt lành! ",0,0,4
nhìn có vẻ tốt,4,"chào jakabiodinyson, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc jakabiodinyson một ngày tốt lành! ",0,0,1
ok,4,"chào on31tiu, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc on31tiu một ngày tốt lành! ",0,0,2
đáng lẽ cho 5 sao.,4,"chào l*., cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc l*. một ngày tốt lành! ",0,0,1
bận cũng ok. Không biết có ảnh hưởng gì không,4,"chào tuoiconan, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc tuoiconan một ngày tốt lành! ",0,0,2
hình 4 màu mà gửi về chỉ có 1 màu.,4,"chào nguyenbathach, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc nguyenbathach một ngày tốt lành! ",0,0,4
sẽ ủng hộ shop,4,"chào duongbds99, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc duongbds99 một ngày tốt lành! ",1,0,0
hàng phù hợp vói giá bán!,4,"chào sunynguyen.1986, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc sunynguyen.1986 một ngày tốt lành! ",0,0,1
ổn,4,"chào dodaiduc197, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc dodaiduc197 một ngày tốt lành! ",0,0,2
giao hàng chậm,4,"chào baby.red16, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc baby.red16 một ngày tốt lành! ",0,1,0
vải hơi xù hộp móp hết giao hàng hơi lâu,4,"chào nguyenduytung95, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc nguyenduytung95 một ngày tốt lành! ",0,1,4
ok,4,"chào khang0g, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc khang0g một ngày tốt lành! ",0,0,2
cũng ok.,4,"chào nhutlinh937, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc nhutlinh937 một ngày tốt lành! ",0,0,2
ok,4,"chào anhthin2k, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc anhthin2k một ngày tốt lành! ",0,0,1
chưa mặt mà cái họp khác hình,4,"chào thanhthanhqui, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc thanhthanhqui một ngày tốt lành! ",0,0,4
cũng ổn trong tầm giá,4,"chào dongkato, cảm ơn bạn đã dành thời gian đánh giá cho shop. đánh giá của bạn chính là động lực để shop cố gắng hơn nữa. chúc dongkato một ngày tốt lành! ",0,0,2
chất lượng tương xứng giá tiền.,4,,0,0,1
size 3xl mà không được thoải mái,4,,0,0,2
quần lót đẹp nhưng áo sơmi nam quá mỏng không đẹp lắm,4,,0,0,4
giao hàng quá lâu,4,,0,1,0
sản phẩm rất ổn,4,,0,0,1
ok,4,,0,0,2
cũng tạm được,4,,0,0,4
quần ra màu nhiều,4,,0,0,2
ổn,4,,0,0,2
chất vải cũng ok có chỉ thừa phù hợp với giá tiền,4,,0,0,1
giao hàng hơi chậm,4,,0,1,0
hàng dùng khá ổn,4,,0,0,4
quần mặc thoải mái,4,,0,0,2
quần khá đẹp nhưng mặc lâu không biết có bị giãn không,4,,0,0,2
sản phẩm tốt.,4,,0,0,1
"chất lượng tốt,nhưng chờ hàng quá lâu",4,,0,1,1
hàng ổn trong tầm giá,4,,0,0,4
"giao hàng siêu lâu,chất lượng ổn",4,,0,1,2
ok được,4,,0,0,1
chất lượng sản phẩm tốt so với giá,4,,0,0,1
hàng mặc mềm nhẹ,4,,0,0,2
3xl mà bé quá .chồng mặc không nổi,4,,0,0,4
vải ok nha. nên mua,4,,0,0,2
good,4,,0,0,1
dễ bung chỉ,4,,0,0,2
tạm được,4,,0,0,1
hàng tốt,4,,0,0,4
hàng chất lượng,4,,0,0,4
ok mặc lần đầu thấy cảm giác mát,4,,0,0,4
co dãn tốt,4,,0,0,4
hơi bị bó sát. hơi khó chịu,4,,0,0,2
quần đẹp.,4,,0,0,2
61kg mà mặc size xl quá chật,4,,0,0,1
thoải mái,4,,0,0,2
hàng ok lắm mọi người nhá,4,,0,0,2
"giao hàng nhanh,hàng y hình",4,,0,1,1
tạm được!,4,,0,0,2
"hàng ổn, giá phải chăng",4,,0,0,4
ok,4,,0,0,4
hàng đẹp như quảng cáo,4,,0,0,2
tạm được,4,,0,0,1
sịp hơi nhỏ so với số size,4,,0,0,4
"size hơi nhỏ , 4 chiếc thì trùng 2 màu",4,,0,0,4
hơi chật,4,,0,0,2
tất chất không đẹp lắm. quần sì ổn trong tầm giá,4,,0,0,4
"chất lượng tạm ổn, nhưng hơi chật",4,,0,0,2
ok lắm,4,,0,0,1
chồng mình 72kg mà mặc chật,4,,0,0,2
ok,4,,0,0,1
sản phẩm tốt nhưng giao hàng quá chậm,4,,0,1,4
hàng ok ,4,,0,0,4
chất lượng ổn,4,,0,0,2
quần đẹp những giao chỉ có 3 màu nên hơi buồn,4,,0,0,2
"hàng oke, lỗ hơi to",4,,0,0,1
chăm sóc khách hàng tốt ,4,,1,0,0
vải không phải loại coton.,4,,0,0,2
cũng ok bạn nhé,4,,0,0,4
ok,4,,0,0,4
"hàng giao nhanh, đúng như hình ảnh",4,,0,1,0
"hàng nhìn cũng ok, nhưng giao chậm 1 chút.",4,,0,1,2
giao hàng hơi lâu,4,,0,1,0
bình thường ,4,,0,0,4
tốt,4,,0,0,1
tạm ổn,4,,0,0,1
tiền nào của lấy,4,,0,0,2
nên chọn vượt 1 size không mặc chật lắm,4,,0,0,1
quần mặc cũng được nhưng bị phai màu khi giặt,4,,0,0,2
4 cái nhưng có 2 cái trùng màu,4,,0,0,4
ok,4,,0,0,2
lần sau che tên hàng lại giúp ạ,4,,1,0,0
quần cũng oke vải muợt,4,,0,0,2
ok,4,,0,0,3
sản phẩm ok nhưng màu sắc hơi tối,4,,0,0,1
tưởng 1 hộp 4 màu nma có mỗi 2 màu ạ,4,,0,0,4
nhìn cũng ứng mắt,4,,0,0,2
"quần ok, nhưng giao hàng khá lâu",4,,0,1,2
ổn,4,,0,0,1
giao hàng hơi lâu,4,,0,1,0
cũng tạm ổn,4,,0,0,4
hơi dơ,4,,0,0,1
hàng chuẩn đẹp,4,,0,0,2
ok,4,,0,0,3
shop giao 2 cái trùng màu. hàng ok. giao nhanh.,4,,0,1,4
mình 60kg mà mua size xl thấy chật,4,,0,0,2
"mặc thoáng, mát nhưng mà size 3xl hơi chật tí",4,,0,0,2
ok,4,,0,0,1
size 3xl và xl bằng nhau,4,,0,0,4
thoáng mát,4,,0,0,4
"hàng ổn, nên mua nhé mọi người",4,,0,0,4
ok,4,,0,0,2
"giao hàng nhanh, sản phẩm ok",4,,0,1,1
đáng mua so với giá tiền,4,,0,0,2
tạm ổn chưa ưng ý lắm,4,,0,0,1
ok ,4,,0,0,4
ok đẹp chất vải ok,4,,0,0,1
quần đẹp nhưng giao 2 chiếc cùng màu,4,,0,0,2
hàng ok shop đóng gói rất đẹp,4,,1,0,2
hơi chật. Không biết shop cho đổi lại không,4,,0,0,1
"cũng được, hàng ok",4,,0,0,2
giao hàng nhanh mặc khá mát,4,,0,1,4
tốt,4,,0,0,2
hàng ok,4,,0,0,1
ok. hơi chật,4,,0,0,2
1 số quần mặc cảm giác hơi gượng ,4,,0,0,4
ok,4,,0,0,4
hợp túi tiền,4,,0,0,2
quần mát nhưng khá chật,4,,0,0,2
mặc mát dễ chịu ra phết!,4,,0,0,1
hàng đóng gói cẩn thận,4,,1,0,0
khá đẹp,4,,0,0,4
rất thoải mái giá cả hợp lý. ,4,,0,0,4
quần mặc thoáng mát khá oke,4,,0,0,4
hơi rộng,4,,0,0,1
size nhỏ so với thực tế ,4,,0,0,2
chuyển hàng nhanh chóng.,4,,0,1,0
sản phẩm đúng hình ảnh.đúng size,4,,0,0,1
khá là ok,4,,0,0,2
sản phẩm rất đẹp đúng như mẫu,4,,0,0,4
mặc vừa,4,,0,0,1
hơi bé nha,4,,0,0,2
vừa ý,4,,0,0,4
"sản phẩm không được như mình mong muốn, có chút hơi thất vọng, chất vải hơi mỏng nhưng cũng không sao,nói chung cũng ổn. hình ảnh chỉ mang tính chất minh họa",4,,0,0,1
"hình ảnh chỉ mang tính chất nhận xu cảm ơn shop, cảm ơn shopee, cảm ơn shipper",4,,0,1,0
chất vải hơi mỏng.form quần không được đẹp.mọi người cân nhắc trước khi mua nha,4,,0,0,2
size quần không rộng lắm đâu nhưng quần rất dày dặn xứng đáng với giá tiền,4,,0,0,1
giao hàng nhanh .,4,,0,1,0
"hàng giao khá nhanh, đúng màu tuy hơi mỏng nhưng mức giá này cũng tạm được",4,,0,1,1
quần đẹp nhưng mình thấy hơi rộng giao hàng rất nhanh mình đặt 2 ngày đã về rồi quần không giống trong ảnh mấy nên mình chỉ đánh giá 4 sao thôi,4,,0,0,2
không như mình nghĩ cho lắm quần ngắn không đúng với size quần quần bó chứ không phải như mẫu mặc,4,,0,0,2
"quần hơi mỏng, có ít chỉ thừa. hình như form hơi nhỏ, mình 43kg m58 mặc thấy hơi kì, như quần ngủ á",4,,0,0,2
"quần khá dày, nhưng hơi ngắn, hình ảnh chỉ mang tính chất nhận xu",4,,0,0,2
"quần vải mềm mại vừa lắm nhưng vải hơi mỏng, hình ảnh mang tính chất nhận xu hihi",4,,0,0,2
sản phẩm ổn trong tầm giá. cái bao quần bị may bằng vải rách. hơi thất vọng,4,,0,0,2
"vải mỏng, form hơi ôm sát quá nói chung tạm được",4,,0,0,4
đẹp nha. tuy túi hơi tếu và hơi nhỏ. vải khó xù dễ phối đồ. Mọi người nên mua nha,4,,0,0,2
"ship nhanh, vải hơi mỏng xíu nhưng vẫn ok mặc lên đẹp, khâu hở vài chỗ",4,,0,1,1
quần thật sự rất là mỏng luôn form quần thì khá là vừa vặn không chê nhưng thật sự chất rất chán mình mua chỗ khác giá cũng vậy mà chất dày dặn và không mỏng như này,4,,0,0,2
"mình khá hài lòng về độ dài của quần, nhưng mình cảm nhận chất liệu vải không được như hình, mỏng,nhẹ, hơi bụi, phần túi may cũng không chắc chắn",4,,0,0,2
hàng giao nhanh nhưng quần thì khá là mỏng mặc ở nhà thì ok,4,,0,1,2
"dáng quần ổn không được dài nhưng mình mong muốn chất liệu mỏng, ban đầu mình tưởng quần có lớp lót mà không có nên hơi buồn xíu nhưng mà nói chung là giá cả hợp lí với quần mặc lên cũng khá là xinh nên mua nha tuy hơi mỏng chút à mà quần màu xám thì có thể lộ do hơi mỏng chút nhưng mà xinh",4,,0,0,2
"quần siêu mỏng mặc mùa đông không đủ ấm 1m62 size m bị hơi cộc á, hơi thất vọng tí nhưng mà tiền nào của nấy thôi",4,,0,0,2
vải mỏng dễ xù mình mới mặc 1 hôm đã bị xù rồi. mọi người cân nhắc trước khi mua nhé,4,,0,0,1
"giao hàng cũng nhanh, chất mềm mịn nhưng mỏng quá. form không to lắm, 1m57, 50kg mặc vừa thôi",4,,0,1,4
"quần cũng tạm được không giống trong hình cho lắm, giao hàng nhanh",4,,0,1,2
"vải mát, đóng gói kĩ",4,,1,0,1
quần vừa và xinh lắm nha,4,,0,0,2
