khach_cmt,rating,shop_phan_hoi,shop,dvvc,sp
rộng vải quá mỏng,3,cám ơn anh/chị đã ủng hộ shop em. shop xin chúc anh/chị nhiều sức khoẻ và may mắn  shop hân hạnh và hẹn gặp lại anh/chị vào đơn hàng lần sau ạ !,0,0,2
màu bạc không giống như quảng cáo ,3,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha",0,0,2
khá ổn,3,"cám ơn anh/chị đã ủng hộ shop em. shop xin chúc anh/chị nhiều sức khoẻ và may mắn , shop hân hạnh và hẹn gặp lại anh/chị vào đơn hàng lần sau ạ !",0,0,2
"shop giao sai màu, giao hàng khá nhanh, chất lượng sản phẩm ok",3,,1,1,2
"quần đẹp mà chỉ thừa nhiều quá, mong shop khắc phục lỗi này ",3,,0,0,2
dù hàng ok . nhưng đặt màu đen giao màu trắng . nhưng hàng ổn,3,,0,0,2
"vải thun tạm ok, nhưng viền may nhìn xấu và thô",3,,0,0,2
chỉ thừa nhiều và bị bẩn,3,,0,0,2
túi rách. dư chỉ nhìu ,3,shop sẽ gửi sản phẩm khác đến bù bạn và thu hồi sản phẩm lỗi / sai về. bạn inbox shop để được hỗ trợ đổi trả hàng miễn phí nhé ạ./ gửi mã giảm giá quà tặng kèm đơ sau / gửi bù tiền cho khách chấp nhận lỗ…,0,0,2
"hàng săn sale giá rẻ, gửi hàng nhanh, đóng hàng đẹp, quần không giống ảnh, hàng gia công, sẽ không mua lại",3,"quanhắn tinaynam360 thành thật cảm ơn bạn vì đã dành thời gian để đánh giá cho chúng mình nhé ^. đánh giá này của bạn đã tiếp thêm động lực để tập thể nhà quanhắn tinaynam360 phấn đấu hoàn thiện hơn từng ngày nhằm mang đến những dịch vụ và trải nghiệm mua sắm tuyệt vời nhất cho quý khách hàng như bạn đó ạ . rất mong quanhắn tinaynam360 sẽ luôn là lựa chọn để bạn dành thời gian ghé thăm trong thời gian tới, nếu ưng ý sản phẩm nào hãy để quanhắn tinaynam360 được tư vấn cho bạn ngay nha. chân thành cảm ơn, chúc bạn luôn vui vẻ và gặp nhiều may mắn ạ ^",0,0,2
"treo đâu dê bán thit chó, tránh xa shop này ra nhà mọi người, đã nhắn tin dặn rồi vẫn khác",3,"quanhắn tinaynam360 thành thật cảm ơn bạn vì đã dành thời gian để đánh giá cho chúng mình nhé ^. đánh giá này của bạn đã tiếp thêm động lực để tập thể nhà quanhắn tinaynam360 phấn đấu hoàn thiện hơn từng ngày nhằm mang đến những dịch vụ và trải nghiệm mua sắm tuyệt vời nhất cho quý khách hàng như bạn đó ạ . rất mong quanhắn tinaynam360 sẽ luôn là lựa chọn để bạn dành thời gian ghé thăm trong thời gian tới, nếu ưng ý sản phẩm nào hãy để quanhắn tinaynam360 được tư vấn cho bạn ngay nha. chân thành cảm ơn, chúc bạn luôn vui vẻ và gặp nhiều may mắn ạ ^",1,0,0
đặt size l gửi xl! làm không có trách nhiệm.,3,"quanhắn tinaynam360 thành thật cảm ơn bạn vì đã dành thời gian để đánh giá cho chúng mình nhé ^. đánh giá này của bạn đã tiếp thêm động lực để tập thể nhà quanhắn tinaynam360 phấn đấu hoàn thiện hơn từng ngày nhằm mang đến những dịch vụ và trải nghiệm mua sắm tuyệt vời nhất cho quý khách hàng như bạn đó ạ . rất mong quanhắn tinaynam360 sẽ luôn là lựa chọn để bạn dành thời gian ghé thăm trong thời gian tới, nếu ưng ý sản phẩm nào hãy để quanhắn tinaynam360 được tư vấn cho bạn ngay nha. chân thành cảm ơn, chúc bạn luôn vui vẻ và gặp nhiều may mắn ạ ^",1,0,0
chất xấu không co giãn. Không đúng size không nên mua.,3,"quanhắn tinaynam360 thành thật cảm ơn bạn vì đã dành thời gian để đánh giá cho chúng mình nhé ^. đánh giá này của bạn đã tiếp thêm động lực để tập thể nhà quanhắn tinaynam360 phấn đấu hoàn thiện hơn từng ngày nhằm mang đến những dịch vụ và trải nghiệm mua sắm tuyệt vời nhất cho quý khách hàng như bạn đó ạ . rất mong quanhắn tinaynam360 sẽ luôn là lựa chọn để bạn dành thời gian ghé thăm trong thời gian tới, nếu ưng ý sản phẩm nào hãy để quanhắn tinaynam360 được tư vấn cho bạn ngay nha. chân thành cảm ơn, chúc bạn luôn vui vẻ và gặp nhiều may mắn ạ ^",1,0,2
"đây là lần thứ 2 mua quần ở shop nhưng thất vọng quá, lần trước quần đẹp bao nhiêu thì lần này quần tệ bấy nhiêu. cùng 1 sản phẩm, cùng một shop bán chỉ khác mỗi màu mà 2 cái quần khác xa nhau vậy có nhiều chỉ thừa ở ống quần",3,,0,0,2
giao hàng nhanh đấy nhưng đồ không giống hình tôi thấy rất tệ rất rất là tệ đúng là tiền nào của nấy,3,,0,1,2
"3 sao thôi nhé shop. áo vàng nó không giống màu vàng trong hình. tuy shop gửi mình màu vàng nhưng mà có cần vàng vậy không. huhu rồi mặc đi đâu đây ạ. à quên form rộng đẹp chỉ không ưa nổi cái màu, biết vậy mua trắng rồi huhu shop giao hàng nhanh gói hàng đẹp thích luôn nha sẽ ủng hộ lần sau, vải hơi mỏng tí",3,,0,0,2
"quần chật, mình chân to nữa. mặc không co giãn hơi khó chịu. vải quần cứng khi đi nghe sột soạt. nói chung với giá đó thì chất lượng cũng chỉ thế thôi. màu be đậm ngoài đời nhìn không đẹp như ảnh.",3,shop rất xin lỗi và cảm ơn bạn đã quan tâm theo dõi và mua hàng bên shop.chúc bạn và gia đình ngày mới tràn đầy sức khoẻ - hạnh phúc -thành công và may mắn . trong quá trình phục vụ có gì chưa hài lòng mong bạn đóng góp để shop cải thiện ngày càng tốt hơn nhé.mong được bạn đánh giá lại 5* ạ .,0,0,2
"mình đặt 2 cái quần kaki đen và 1 cái quần be sáng nhưng shop gửi nhầm cho mình 2 cái quần kaki be sáng và 1 cái quần kaki đen, chất của quần không phải là kaki và rất nhiều chỉ thừa vì thế mình chỉ cho shop 3 sao thôi còn đâu các dịch vụ tư vấn hay là giao hàng thì rất ok ",3,cảm ơn bạn đã quan tâm theo dõi và mua hàng bên shop.chúc bạn và gia đình ngày mới tràn đầy sức khoẻ - hạnh phúc -thành công và may mắn . trong quá trình phục vụ có gì chưa hài lòng mong bạn đóng góp để shop cải thiện ngày càng tốt hơn nhé.,0,0,2
thời gian giao hàng nhanh sản phẩm bị sút chỉ nhiều. quần màu be với quần đen khác chất liệu 2 loại quần đều hơi nhăn. ,3,,0,1,2
"nếu mua thì mình khuyên các bạn mua be sáng nhé be dẫn giống vải gió lắm luôn, nhưng với gái 37k thì như thế này là được rồi, cho 3 sao nhé shop rút kinh nghiệm hơn đóng gói cẩn thận lắm nha ",3,shop rất xin lỗi và cảm ơn bạn đã quan tâm theo dõi và mua hàng bên shop.chúc bạn và gia đình ngày mới tràn đầy sức khoẻ - hạnh phúc -thành công và may mắn . trong quá trình phục vụ có gì chưa hài lòng mong bạn đóng góp để shop cải thiện ngày càng tốt hơn nhé.mong được bạn đánh giá lại 5* ạ .,0,0,2
đặt 1 quần màu rêu 1 quần màu đen mà shop giao 2 đen thì sao mặc? ,3,,0,0,2
"be đậm mà nhìn như xanh rêu nhạt í, nhìn như quần bác công nhân. vải thì y như áo mưa, vừa mỏng vừa bóng không đẹp tí nào. shipper thì vô duyên nhất trên đời ",3,,0,1,2
"vẫn còn đường chỉ bị bung, quần hơi giống quần áo mưa",3,,0,0,2
vải ok kiểu dáng không được đẹp đóng gói hàng kĩ và đẹp và phục vụ tốt thanks,3,,1,0,2
"chất vải : kaki mỏng khá nóng, thẳng ra là gần như vải dù (theo mình thấy) chất lượng đi đôi với giá tiền các bạn nữ như mình ( từ 65kg trở lên) không nên mặc vì nó sẽ bó chặt đùi và cảm thấy chật ở lúc kéo lên ",3,,0,0,2
"giao hàng chậm, làm mình tưởng shop hủy đơn của mình, hi vọng lần sau sẽ giao sớm hơn ",3,,0,1,0
"quần đen khá ok. mình mua 2 đen mà 2 cái khác nhau hoàn toàn. Nói chung chung có 35k/c là hời rồi. còn quần be thì là nó già kinh ấy ạ, nhìn như quần bố mình, ai cũng chê xấu.khá thất vọng về quần be.",3,shop rất xin lỗi và cảm ơn bạn đã quan tâm theo dõi và mua hàng bên shop.chúc bạn và gia đình ngày mới tràn đầy sức khoẻ - hạnh phúc -thành công và may mắn . trong quá trình phục vụ có gì chưa hài lòng mong bạn đóng góp để shop cải thiện ngày càng tốt hơn nhé.mong được bạn đánh giá lại 5* ạ .,0,0,2
nếu nói đây là quần kaki thì không hẳn chỉ thừa nhiều chủ shop thân thiện,3,cảm ơn bạn đã quan tâm theo dõi và mua hàng bên shop.chúc bạn và gia đình ngày mới tràn đầy sức khoẻ - hạnh phúc -thành công và may mắn . trong quá trình phục vụ có gì chưa hài lòng mong bạn đóng góp để shop cải thiện ngày càng tốt hơn nhé .,1,0,2
"hơi rộng ,đường chỉ may ở đũng quần có dấu hiệu bung ra khuyên: bạn nào trên 45 cân hẵn mua nhé nói chung hàng thế này là tạm ổn rồi",3,,0,0,2
vải mỏng nhưng giá tiền đó thì ok đóng gói sản phẩm chắc chắn giao hàng nhanh,3,xin lỗi bạn trong quá trình phục vụ có gì chưa hài lòng mong bạn đóng góp để shop cải thiện ngày càng tốt hơn nhé .mong được bạn ủng hộ đánh giá 5* .yêu bạn nhiều .,0,0,2
áo của shop hơi bị mỏng quá nhưng vẫn chấp nhận được quần thì nói dưới 65kg mà mình nghĩ 60kg mặc mới đẹp nhưng trog áo hay quần thì chỉ dư cũng rất nhiều,3,,0,0,1
quần không giống hình. mũi khâu đơn sơ. thôi thì tiền nào của nấy  ,3,,0,0,2
"quần vải rất mỏng, mặc lên tạm được, chủ shop rất dễ thương nhưng chọn màu be lại giao màu ghi xám",3,,1,0,2
quần không đúng chất vải kaki. so với giá thì tạm chấp nhận được,3,,0,0,2
quần được nhưng chất hơi xấu tí còn ông.shipper thì hơi thô lỗ cục cằn,3,shop rất xin lỗi và cảm ơn bạn đã quan tâm theo dõi và mua hàng bên shop.chúc bạn và gia đình ngày mới tràn đầy sức khoẻ - hạnh phúc -thành công và may mắn . trong quá trình phục vụ có gì chưa hài lòng mong bạn đóng góp để shop cải thiện ngày càng tốt hơn nhé.mong được bạn đánh giá lại 5* ạ,0,1,2
"vải không như miêu tả, mỏng, shop giao hai màu khác nhau nhưng với giá này thì cũng ok",3,,0,1,2
"đóng gói sản phẩm chắc chắn. nhưng vải chưa được ổn chất , mong shop cẩn thận hơn",3,,1,0,2
quần cũng được vừa đủ không có săn ống nhưng đặt đen giao be khá thất vọng ,3,,0,0,2
"hơi ngắn,vải khá mỏng nhưng tạm được thích hợp với giá tiền.",3,,0,0,2
tiền nào của nấy,3,,0,0,2
tiền nào của nấy,3,cảm ơn bạn đã quan tâm theo dõi và mua hàng bên shop.chúc bạn và gia đình ngày mới tràn đầy sức khoẻ - hạnh phúc -thành công và may mắn . trong quá trình phục vụ có gì chưa hài lòng mong bạn đóng góp để shop cải thiện ngày càng tốt hơn nhé .,0,0,2
"may không kỹ rách rồi , tiền nào giá ý được cái cũng đẹp",3,,0,0,2
quần thứ nhất thì dầy quần thứ hai mỏng,3,,0,0,2
không ưng ý cho lắm mỏng nhiều đường chỉ thừa thôi thì tiền nào của nấy (mua lại lần nữa không thì không),3,chào bạn nhé . không hiểu sao shop đã làm sai chuyện gì mà bạn đánh giá 3 sao vậy ? chắc có lẽ khâu vận chuyển có gì làm bạn không hài lòng ạ . bạn báo shop biết nha có gì bạn sửa lại 5 sao giúp shop nha .cám ơn bạn nhiều,0,0,2
shop nhiệt tình nhưng giao sai cả 2 màu em đặt. quần mặc tạm ổn với giá,3,,1,0,2
"mua 3 cái thì 2 loại vải khác nhau, mua quần be đậm thì cho màu khác",3,,0,0,2
chất vải nilong ,3,,0,0,2
hàng không giống với hình.dài quá phải mang đi cắt dù đã xắn lên,3,dạ bạn có vấn đề gì ib cho shop để được bên mình hỗ trợ nha ,0,0,2
chất lượng khá tốt nhưng màu be không giống lắm so với trong hình,3,,0,0,2
mình đặt xanh rêu nhưng shop giao màu be hết. nói chung cũng được nhưng shop nên may kỹ hơn vì mặc có thể bị bục chỉ nếu hoạt động mạnh ,3,,0,0,2
quần khá thô và mỏng.mặc rất chật và quần mình mặc thử thì đã.,3,dạ chào bạn ạ. dạ trước tiên shop rất xin lỗi bạn về sự cố đơn hàng nếu đúng như mô tả bạn gặp phải. shop đã ib cho bạn rồi. mong bạn check tin nhắn của shop để shop có hướng giải quyết tốt nhất cho bạn ạ,1,0,2
giao nhầm be rồi chứ không phải be đậm hơi bị rách bên phần lưng quần ,3,,0,0,2
quần không như trong hình mọi người không nên mua quần mỏng vải xấu,3,shop rất xin lỗi và cảm ơn bạn đã quan tâm theo dõi và mua hàng bên shop.chúc bạn và gia đình ngày mới tràn đầy sức khoẻ - hạnh phúc -thành công và may mắn . trong quá trình phục vụ có gì chưa hài lòng mong bạn đóng góp để shop cải thiện ngày càng tốt hơn nhé.mong được bạn đánh giá lại 5* ạ .,0,0,2
