khach_cmt,rating,Unnamed: 2,shop,dvvc,sp
"sản phẩm đẹp, giao hàng nhanh, giá rẻ. phù hợp với chất lượng.",5,,0,1,1
"đồ đẹp nha cả nhà. Mình mặc lên dáng rất oke. nói chung là thoải mái, kín đáo nhưng vẫn sexy",5,,0,0,1
hàng rất đẹp vải tốt y như hình . Mọi người nên mua nhé . shop còn kèm quà tặng nho nhỏ xinh xinh . tôn dáng kín đáo nói chung oke ,5,,0,0,1
"vải mát mặc rất mát, shop có tặng thêm cột tóc, rất đáng để mua nha",5,,1,0,1
phù hợp giá tiền. tư vấn siêu dễ thương. tặng đồ buộc tóc. sẽ ủng hộ tiếp nè,5,,0,0,1
chất lượng sản phẩm rất oke. còn được tặng kèm cột tóc.,5,,0,0,1
áo rất chất lượng vải tốt đẹp có tặng thêm cột tóc nữa rất ưng mình cao 1m5,5,,0,0,1
"đồ đẹp, chất vải mặc dễ chịu lắm ạ. shop còn tặng dây cột tóc. ủng hộ shop 5 sao",5,,0,0,1
"đã nhận được hàng, hàng đẹp shop phục vụ tốt, có quà tặng. cảm ơn shop nhiều",5,,1,0,1
"vải hai lớp, mặc mát, thoải mái mình 43 cân mà mặc ôm khít luôn. shop còn tặng cả dây cột tóc nữa",5,,1,0,1
"sản phẩm giống hình nhưng mình chưa thử, không biết mặc vừa không.",5,,0,0,1
"mình mua đợt giảm giá 133.000đ, nên mua đã được giá rẻ lại còn chất lượng. shop còn chu đáo cho mình viên kẹo nữa. Ủng hộ cho shop 5 sao",5,,1,0,0
"chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm chắc chắn và rất đẹp shop phục vụ rất tốt",5,,1,0,1
"đồ đẹp ,mặc vừa vặn ,còn được tặng 2 cây kẹp xinh ",5,,0,0,2
"đồ dày dặn đẹp, không ngắn như bình luận, do mình quên chụp đồ nên đăng tạm hình này",5,,0,0,2
"giao hàng nhanh, đồ xịn giá hợp túi tiền. sẽ ủng hộ shop nhiều",5,,0,1,0
chất đẹp cao 1m6 nặng 45kg,5,,0,0,1
"chất lượng tốt, có miếng lót trong đồ bơi, có đồ tặng kèm và lời chỉ dẫn ",5,,0,0,2
"đồ oke nhưng quần hơi ngắn quá, giao hàng siêu nhanh, cứ tưởng là không tới kịp, còn được tặng thêm buộc tóc nữa",5,,1,1,2
"gửi hàng nhanh, đóng hàng chắc chắn. hàng chất lượng oke. có dây buộc tóc tặng kèm rất xinh",5,,1,1,1
"vừa nhận được khui hàng liền luôn , rất thích , mặc lên rất đẹp với vừa người luôn",5,,0,0,1
"đồ bơi rất đẹp, chất lượng oke, nên mua nha có kẹp tóc hoa hướng dương tặng nữa",5,,0,0,1
"shop đóng gói cẩn thận, bộ quần áo bơi siêu đẹp, shop còn tặng thêm dây buộc tóc",5,,1,0,0
hàng y như hình. mang vào rất thích. shop có tặng kèm cả dây buộc tóc rất xinh.,5,,1,0,1
"chất đồ dày dặn, shop tư vấn oke, mà em nghĩ shop nên phân size ra thì dễ cho chọn ạ, tại em chọn size bé hơn 5 sao",5,,1,0,1
"Mẫu chuẩn, giao hàng nhanh, đóng gói cẩn thận",5,,1,1,1
"shop giao hàng siêu nhanh, đồ siêu đẹp, vải tốt lắm ạ",5,,0,1,2
"áo rất đẹp. chất dày dặn, co dãn tốt. Mình ưng lắm. nên mua nhé",5,,0,0,1
"đồ đẹp ạ, giao nhanh, shop còn tặng thêm cột tóc , sẽ ủng hộ tiếp ạ, ảnh và video chỉ để nhận xu . ",5,,1,1,1
"giao hàng khá nhanh, đặt hơn 1 size nên mặc vừa vặn, thoải mái. chất liệu khá ổn",5,,0,1,1
"sản phẩm giống mô tả, mặc vừa vặn, dáng khá đẹp .",5,,0,0,1
sản phẩm phù hợp với giá tiền. giao hàng nhanh. khá hài lòng với sản phẩm với mức giá này,5,,0,0,2
"giao hàng nhanh. đồ như này là đẹp so với giá tiền rồi ạ. đường may hơi xấu 1 tí ở tay áo thôi ạ. mình 11m67, nặng 47 kg, mông 91 mặc size XL thì vừa, tay ngắn 1 chút. bạn nào muốn ôm thì chọn size nhỏ.",5,,0,1,1
"mình rất hài lòng về bộ quần áo bơi này: chất vải ổn, đường may kỹ càng, giá cả hợp lý. tuy nhiên có một lưu ý về size. mình 46kg mặc sizez L vừa , vì vậy mọi người nên cân nhắc kỹ size trước khi mua nha. ",5,,0,0,2
giao hàng nhanh. đặt tối mà chiều hôm sau ship luôn rồi. mình cao 1m5,5,,0,1,0
chất vải ổn với giá tiền ạ,5,,0,0,1
"chất đẹp, mình nặng 47kg, cao 1m5",5,,0,0,2
bộ bơi đẹp nhưng mẫu hơi nhỏ mình cao 1m5,5,,0,0,1
sản phẩm phù hợp với giá tiền. shop còn tặng quà dây buộc tóc xinh nữa.,5,,0,0,2
"shop phục vụ rất tốt, có quà tặng kèm. mặc dù gửi sót hàng nhưng shop rất nhiệt tình hỗ trợ gửi kèm sản phẩm bù vào hôm sau. sẽ ủng hộ tiếp ạ",5,,1,0,0
"đồ dày dặn, đẹp",5,,0,0,1
rất oke nha,5,,0,0,1
"đồ bơi đẹp, mình rất ưng. có điều mẫu này hơi nhỏ, mình 5 sao",5,,0,0,1
sản phẩm rất thích. đã mua 2 lần,5,,0,0,1
"shop giao hàng nhanh, còn tặng quà nữa. áo mặc hơi rộng nên khi bơi vạt áo bị tốc lên trên.",5,,1,1,0
"giao hàng nhanh, bộ size XL, áo thì rộng thoải mái nhưng quần lại bị chật, hình như áo với quần không cùng size.",5,,0,1,1
"ship nhanh, chất đẹp, đáng mua nhe ",5,,0,1,1
mình mua mặc bị rộng. chị chủ vẫn đổi lại cho mình nên rất thích cách làm việc của shop ,5,,1,0,0
"hàng rất đẹp, giá lại rẻ, shop giao hàng đầy đủ. tuyệt vời luôn. lười chụp hình tí.",5,,0,1,1
"đồ bơi chất vải tốt, co dãn, mát và nhẹ hơn cả mong đợi. tuy nhiên mình mua size L phần áo thì vừa còn quần thì rộng ",5,,0,0,1
đồ lên mẫu rất đẹp. vải oke,5,,0,0,1
hơi rộng so với size được tư vấn nhưng với giá tiền thế này thì là hài lòng.,5,,0,0,1
49kg mặc size M vừa vặn. nhưng cái quần hơi ngắn hơn mong đợi. áo thì đẹp,5,,0,0,2
"chất liệu mát, co giãn và vừa vặn lắm nha. mình nặng 47kg lấy size M thấy vừa.",5,,0,0,1
hàng đẹp rất thích ,5,,0,0,2
kín đáo. duyệt. ,5,,0,0,2
"hàng rất đẹp, vải mịn mát ôm dáng, giao hàng nhanh, sẽ ủng hộ shop thêm ",5,,0,1,1
hàng rất đẹp,5,,0,0,2
giao hàng nhanh lắm ạ. mình bị giao lộn mẫu nhưng shop hỗ trợ rất nhiệt tình luôn ,5,,1,1,0
"áo siêu đẹp, mặc không có cảm giác bị bí, ai đang phân vân thì nên mua ngay luôn, không mua tiếc lắm á",5,,0,0,1
"hàng đẹp lắm ạ, shop còn tặng cho buộc tóc siêu xinh",5,,0,0,1
đẹp quá ,5,,0,0,2
"shop vui vẻ, đổi trả dễ chịu, đồ bơi giá cả rẻ và đẹp",5,,1,0,0
đồ bơi đẹp đóng gói cẩn thận còn được tặng vòng với dây buộc tóc rất xinh ạ,5,,0,0,1
hài lòng với sản phẩm của shop còn được tặng kèm đồ cột tóc.,5,,0,0,2
"hàng đẹp,giá rẻ,shop làm việc rất là trung thực và làm hài lòng khách",5,,1,0,1
mình cao 1m62,5,,0,0,1
hàng đẹp ,5,,0,0,2
"rất êm và vừa luôn ạ. giao hàng nhanh, đóng gói rất kỹ càng. sẽ ủng hộ shop tiếp ",5,,1,1,1
"cái shop này hay nhỉ, bán hàng mà đáng yêu quá trời. giá thì rẻ mà chất lượng thì không hề rẻ. đã thế lại còn kèm theo cái dây nơ vô cùng xinh xắn. cảm ơn shop nha. ",5,,1,0,0
"rất là ổn so với giá tiền như vậy, tuy nhiên quần hơi ôm quá, nên nhắn tin để được tư vấn kĩ nha mọi người. ",5,,1,0,1
hơi ôm,5,,0,0,2
chất lượng vừa với giá tiền,5,,0,0,2
đồ đẹp lắm nha mọi người nhưng mà mấy bạn đùi to hay nặng trên 48kg thì nên mặc size L cho thoải mái nhé.,5,,0,0,2
"đồ đẹp. vải và mẫu đều đẹp, còn được tặng quà. Cho shop 5 sao",5,,0,0,2
"đồ đẹp lắm và chủ shop lẫn nhân viên đều có tâm, cho shop 10 sao ạ ",5,,0,0,2
nhận hàng đúng như mong đợi. shop tư vấn rất nhiệt tình và chu đáo. sẽ tiếp tục ủng hộ.,5,,1,0,0
"đồ đẹp, có mút ngực, sai XL hơi nhỏ. cho shop 5 sao",5,,0,0,1
"đóng hàng đẹp, giao hàng nhanh, chất lượng sản phẩm tốt",5,,1,1,2
đồ rất ổn ,5,,0,0,1
quá đẹp,5,,0,0,2
mình cao 1m68 nặng 48kg thì chọn size XL sẽ ổn hơn á. chất vải khá xịn. đường may đẹp. shop dễ thương. đáng tiền. ,5,,0,0,2
sản phẩm rất ưng ý. còn được tặng quà cám ơn nữa,5,,0,0,1
"shop trả lời tin nhắn nhanh, áo đẹp không lỗi gì, còn được tặng dây cột tóc xinh xinh, giao hàng nhanh ghê",5,,1,0,1
sử dụng ổn nha mọi người. mình học sinh lớp 8 mặt vừa với bộ lớn hơn ,5,,0,0,1
shop có quà tặng thêm rất dể thương. ủng hộ nhiều,5,,1,0,0
"đồ đẹp nha, bạn nào muốn rộng tí thì mua size lớn hơn chứ đồ bơi bó nha",5,,0,0,1
"hàng đúng như shop miêu tả, đẹp, chưa đi bơi nên không biết chất lượng vải khi xuống nước sẽ như thế nào. ",5,,0,0,1
"chất dày dặn, khá ổn. mọi người nên mua nhé. xinh lắm.",5,,0,0,1
"hàng chất lượng oke , lại được tặng quà . cảm ơn shop",5,,0,0,1
"hàng rất đẹp , mặc dù đặt trên mạng nhưng mặc rất vừa người, uy tín chất lượng",5,,0,0,1
"sản phẩm đẹp như quảng cáo, giao hàng nhanh, cẩn thận. lần sau sẽ ghé ủng hộ",5,,0,0,1
"mặc rất đẹp luôn ạ, shop còn tặng kèm dây cột tóc nữa",5,,0,0,1
"chất vải oke, dày dặn. giá cả hợp lý, rất ưng ý và sẽ ủng hộ shop nhiều ",5,,0,0,1
"shop giao hàng nhanh lắm nha, còn tặng thêm buộc tóc xinh lắm luôn",5,,1,1,0
"rất oke nha shop, buộc tóc xinh xinh",5,,0,0,1
"vải rất đẹp luôn ạ,thun co dãn rất tốt, sẽ ủng hộ shop nữa",5,,0,0,1
"hàng đẹp, chất liệu, mẫu dáng chuẩn. tuy nhiên cái cổ áo mềm quá. ",5,,0,0,1
đồ đẹp rất hài lòng. shop tặng kèm dậy buộc tóc xinh. ,5,,0,0,1
"đồ rất đẹp và còn được tặng dây cột tóc xinh , giao hàng rất nhanh , đáng tiền và shop tư vấn tốt",5,,0,0,1
"quần áo y hình đẹp, chất mát, lần sau sẽ ủng hộ tiếp ạ ",5,,0,0,2
ưng bộ đồ lắm luôn. Đáng đồng xiền. Cho shop 5 sao,5,,0,0,1
"đã nhận được hàng, nhưng không thấy kẹo, có kèm cột tóc, Ủng hộ shop yêu 5 sao",5,,0,0,1
,5,,0,0,0
"vải nhẹ, đẹp , chất lượng rất tốt ạ. nhưng mà quần hơi ngắn 1 chút ạ ",5,,0,0,2
đồ xinh quá ,5,,0,0,1
"đóng gói cẩn thận, mặc vừa vặn, siêu thích, giá cả hợp lý",5,,1,0,1
,5,,0,0,0
,5,,0,0,0
tuyệt vời lắm ạ,5,,0,0,1
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
"đồ đẹp, chưa mặc thử, được tặng dây cột tóc ,rất vui",5,,0,0,1
,5,,0,0,0
"vải dày dặn mát lạnh, đường may tỉ mỉ chắc chắn.",5,,0,0,2
phù hợp với giá tiền,5,,0,0,2
,5,,0,0,0
,5,,0,0,0
"đồ đẹp lắm, một trăm mấy mà cái vãi xịn thật xịn",5,,0,0,2
"đẹp, chất lượng, rất đáng đồng tiền",5,,0,0,2
"chất oke, quần hơi chật 1 chút so với mình ",5,,0,0,2
đồ đẹp nhưng hơi chật xíu,5,,0,0,2
"chất lượng sản phẩm ổn, giá rất oke. nói chung khá ưng ạ",5,,1,0,2
"sản phẩm giống hình, giao hàng nhanh",5,,0,1,2
đúng mẫu. vải đẹp. mặc vừa người,5,,0,0,1
"đồ oke lắm ạ, giá phù hợp nữa",5,,0,0,1
,5,,0,0,0
"đồ đẹp, giá còn rẻ, đáng mua",5,,0,0,1
vừa vặn y hình. phục vụ tốt,5,,1,0,1
"hàng đẹp đấy ạ, mà shop trả lời tin nhắn hơi lâu ",5,,1,0,1
được tặng thêm đồ cột tóc,5,,1,0,0
sản phẩm đẹp. phù hợp giá tiền,5,,0,0,1
sảm phẩm dày dặn đẹp ,5,,0,0,2
,5,,0,0,0
hàng đẹp vô cùng,5,,0,0,2
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
đẹp lắm mọi người ạ,5,,0,0,2
"oke, đẹp",5,,0,0,2
chất lượng ,5,,0,0,2
"đồ đẹp, dày dặn, phù hợp với giá tiền",5,,0,0,2
"hàng giao nhanh, giống như hình.",5,,0,1,1
,5,,0,0,0
rất đẹp,5,,0,0,1
,5,,0,0,0
,5,,0,0,0
rất đẹp.,5,,0,0,1
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
hơi mỏng chút nhưng nhìn chung oke,5,,0,0,1
"đồ bơi chất lượng, trơn, khô nhanh",5,,0,0,1
"dầy dặn,như hình, sản phẩm tốt nên mua.",5,,0,0,1
,5,,0,0,0
,5,,0,0,0
"sản phẩm tốt, vải đẹp như hình",5,,0,0,2
,5,,0,0,0
"tuyệt, quần hơi ngắn thôi ",5,,0,0,2
,5,,0,0,0
,5,,0,0,0
quần với váy hơi ngắn ,5,,0,0,2
,5,,0,0,0
sản phẩm tốt ,5,,0,0,2
hàng đẹp so với giá tiền,5,,0,0,2
nên mua nhé,5,,0,0,2
xinh lắm ạ em siêu ưng ý ,5,,0,0,2
,5,,0,0,0
đẹp xuất sắc,5,,0,0,2
sẽ còn ủng hộ shop,5,,0,0,2
ưng lắm ạ. ,5,,0,0,2
hàng đẹp và rất vừa người. cảm ơn shop nhé,5,,0,0,2
ưng ý nhé,5,,0,0,2
sản phẩm tốt rất hài lòng,5,,0,0,2
,5,,0,0,0
đồ rất đẹp ,5,,0,0,1
hàng vừa vặn. rất thích.,5,,0,0,1
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
mua nên chọn lớn hơn 1 size. Sản phẩm oke,5,,0,0,2
,5,,0,0,0
,5,,0,0,0
hàng đẹp .luôn ủng hộ shop,5,,0,0,1
"vải áo xịn, dày, nói chung là ưng nhé",5,,0,0,1
rất oke ạ,5,,0,0,2
,5,,0,0,0
"giao hàng nhanh, sản phẩm như mô tả",5,,0,1,1
,5,,0,0,0
tuyệt,5,,0,0,1
,5,,0,0,0
hàng như ảnh và rất đẹp ,5,,0,0,1
,5,,0,0,0
bộ đồ bơi rất đẹp,5,,0,0,1
"chất lượng mặc đẹp, chúc shop buôn may bán đắt",5,,0,0,1
hài lòng lắm ạ,5,,0,0,1
đẹp lắm,5,,0,0,1
sản phẩm oke ,5,,0,0,1
,5,,0,0,0
sản phẩm đẹp chất lượng tốt ,5,,0,0,1
"giao hàng nhanh , đẹp cực kì ",5,,0,1,1
"sản phẩm tốt, giao hàng nhanh",5,,0,1,1
đáng mua nha mọi người,5,,0,0,2
xuất sắc ạ  rất hài lòng về món hàng,5,,0,0,1
đồ đẹp xuất xắc nha. sẽ ủng hộ tiếp ạ,5,,0,0,2
"sản phẩm tốt, giá oke nha mọi người",5,,0,0,1
,5,,0,0,0
đẹp,5,,0,0,1
Vải và màu rất oke . nhưng khuy kéo bị may lệch về bên phải,5,,0,0,1
"cái áo khá oke, cái quần thì đáy hơi bị ngắn",5,,0,0,1
shop lần sau lưu ý kiểm tra hàng trước khi gửi hàng. vì 2 sản phẩm chưa giống nhau. giao hàng nhanh.,5,,1,0,0
sản phẩm ổn. đóng gói oke. shop nhiệt tình. tuy nhiên size XL luôn mà không to như mình nghĩ. shop nên chú ý vấn đề này để mọi người chú ý khi mua.,5,,1,0,1
quần nhỏ và ngắn quá. Một con ngoan hiền như tôi bận không quen. ,5,,0,0,2
"hàng đẹp, mình đặt size XL, quần hơi chật",5,,0,0,2
hàng được lắm shop ạ nhưng có mỗi quần là không được co giãn ở phần 2 ống quần cho lắm đối với những đứa đùi to như mình,5,,0,0,2
cái cổ áo hơi bị sát tạo cảm giác hơi khó chịu nơi cổ,5,,0,0,1
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
"oke lắm ạ, sản phẩm y hình ",5,,0,0,1
,5,,0,0,0
,5,,0,0,0
phần nách của áo may hơi xấu,5,,0,0,1
,5,,0,0,0
sản phẩm oke mà cổ bị méo ạ,5,,0,0,1
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
"đường viên ở áo may rúm, không thẳng. cổ áo có khoá nhưng không có vải chốt chặn ở đầu nên nếu kéo kín sẽ bị đau cổ. ",5,,0,0,1
Mẫu không đẹp lắm. Có mùi đồ mới hơi khó chịu ,5,,0,0,2
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
,5,,0,0,0
1m5,5,,0,0,2
"quần đẹp lắm luôn, chất lượng oke, hình ảnh và video mang tính chất minh hoạ",5,,0,0,2
quần dày dặn rất thích. cạp cao. ống suông. đơn giản mà đẹp. không có chỉ thừa. quần phẳng không bị nhàu. ưng thật sự,5,,0,0,2
quần khá đẹp nhưng không dành cho người 1m5,5,,0,0,2
quần quá oke luôn. lúc đầu tại mình đặt nhầm size nên không vừa nhưng nhắn tin shop đồng ý đổi luôn. mà trả lời tin nhắn rất nhiệt tình luôn. rất hài lòng về chất lượng sản phẩm cũng như là cách phục vụ của shop. đóng gói để trong hộp rất đẹp mắt.,5,,0,0,2
"mình cao 1m62, nặng 43kg, mua size S quần giống hình, cạp cao, mà eo nó nhỏ xíu luôn mọi người, eo mình 56",5,,0,0,2
xịn. rẻ. 1m62 và nặng 42kg size M hơi rộng. chỉ thừa không nhiều. đồ dại vừa vặn.,5,,0,0,2
quần của shop mỏng . nhưng quần rất đẹp hơn mình mong đợi . mặc thoải mái . có điều là mình cao 1m5,5,,0,0,2
shop phục vụ tốt. giao hàng nhanh. mình cao 1m5,5,,1,1,0
"chất lượng sản phẩm được, đóng gói sản phẩm tuyệt vời, shop phục vụ thân thiện",5,,1,0,1
"quần rất oke luôn vừa lưng nhưng mà hơi chật mông tí xíu, mình 1m68 và nặng 50kg",5,,0,0,2
"may mà ngay cái ngày săn giảm giá nên 99.000đ hà, rất rẻ luôn. chất vải với mẫu quần đẹp xịn hơn cái mình mua 130.000đ ở ngoài shop, hết size S nên bên shop có gọi đổi size M cho em. May mà size M bận vừa vặn luôn nhé. đã chờ đợi mới kiếm được cái quần jean dài ưng ý như này. 10 điểm, gói hàng 100 điểm luôn",5,,0,0,2
"giao hàng nhanh, dù đã đặt là phần ống hơi dài nhưng sau khi nhận hàng mình vẫn bất ngờ vì nó dài thật, nói chung chất quần oke trong tầm giá",5,,0,1,2
"vải đẹp lắm mọi người, quần mặc lên dáng đẹp lắm. mình 1m6 và nặng 49kg",5,,0,0,2
giao hàng nhanh. quần khá oke. nhưng vừa mua nhận được hàng thì shop lại giảm giá còn 99.000đ,5,,0,1,2
"quần về khá nhanh,chất quần đẹp dày đúng mẫu màu đẹp, mẫu quần này phù hợp với mấy bạn gầy hoặc có vòng eo nhỏ còn hơi nặng cân chút thì cần cân nhắc nhắc khi mua",5,,0,1,2
