,khach_cmt,rating,shop_phan_hoi,shop,dvvc,sp,Unnamed: 2
216,"shop uy tín, phản hồi tin nhắn khách hàng nhanh",2,,1,0,0,
217,túi quần bên phải rách,2,,0,0,2,
218,túi quần bị rách tùm lum,2,,0,0,2,
219,"shop thân thiện, uy tín",2,,1,0,0,
220,,2,,0,0,0,
221,"người giao hàng mà cách ăn nói như giang hồ, bực cả mình",2,,0,1,0,
222,vải quần mỏng. mua về còn bị hư khuy,2,,0,0,2,
223,áo đẹp,2,dạ chào chị ạ. dạ shop rất xin lỗi vì đã không làm chị hài lòng ạ. chất áo bên shop khách nào nhận xong cũng đều ưng và đánh giá tốt cho shop.màu đen sẽ không mát bằng các màu khác. cám ơn chị đã đánh giá sản phẩm. chúc chị luôn vui vẻ và gặp nhiều may mắn ạ,0,0,1,
224,quần hơi hôi,2,,0,0,2,
225,quần giao sai màu lần đầu tiên thất vọng,2,,0,0,2,
226,,2,,0,0,0,
227,quần rộng lắm nha anh em đừng nhìn bảng size đặt hàng nhé,2,,0,0,2,
228,chất liệu vải quần mỏng mà nóng dã man áo mua 50.000đ mặc tạm ở nhà còn hơn cái áo này áo này 109.000đ mà vải đẹp mát mà lúc mở hàng quá thất vọng mẫu dáng không đẹp rộng thì rộng luôn đây bé từ trên song bên rưới áo thì to đành ra,2,,0,0,2,
229,số đen vớ phải áo bị nứt lỗ to đùng hình dán dễ nứt nhắn tin cho shop shop bảo giảm 20 đơn lần sau mua nhưng bao giờ mua shop mới giảm giá nhắn tin thì nửa ngày mới trả lời không biết giảm giá cái kiểu gì,2,,1,0,1,
230,vải áo khá mỏng so với tưởng tượng của mình với giá 100.000đ ,2,,0,0,1,
231,"Cái này là dành cho nam mặc hay nữ mặc đây hả shop, sao mà áo chật quá vậy, chán thiệt chứ",2,,0,0,1,
232,tôi không hiểu shop làm ăn kiểu gì mà mua 6 sản phẩm áo mà gửi có 5 vải thì chỉ thừa nhiều nhắn tin thì chưa thấy shop trả lời,2,,1,0,1,
233,"áo mặc mát,mình đặt 2 cái mà 1 cái bị nổ một lỗ ngay ngực nhìn vào là thấy liền,rất buồn",2,,0,0,1,
234,"vải áo mỏng , mẫu rộng bằng 2XL , chỉ thừa nhiều, shop may ẩu, nhiều chỗ còn bị lỗi. mặc mát nhưng bị nhăn hơi buồn so với mong đợi ",2,,1,0,1,
235,chất áo nóng áo hơn trăm mà chất chả bằng cái 70 mọi người không nên mua nha,2,,0,0,1,
236,khi giặt bị lông áo dính đầy cổ người và phai màu nhé,2,,0,0,1,
237,áo in bị lỗi ,2,,0,0,1,
238,chất áo nóng. màu sắc nhìn không đẹp,2,,0,0,1,
239,áo quá rộng cực kì rộng,2,,0,0,1,
240,shop làm ăn chả ra gì vải áo mỏng không đúng hình,2,,1,0,1,
241,vải áo hơi mỏng ,2,,0,0,1,
242,hình ảnh chỉ mang tính chất minh hoạ chất vải áo kiểu nilon mỏng không mát giá tiền không đáng với giá mà shop đưa ra. nói chung là không nên mua,2,,0,0,1,
243,"chất vải áo dày dặn có điều màu xanh dương nhìn cũ quá, như đồ cũ mặc 2 hay 3 năm bị xuống màu vậy. hàng mới mà hơi thất vọng.  thật sự phải nói như vậy, có ai mua đồ bằng tiền của mình mà thằng giao hàng nó tới nó quăng vào mặt mình còn rớt xuống đất nó nhìn mình cười nữa chứ",2,,0,1,1,
244,đã nhận nhưng size áo quá to so với size của shop đề ra,2,,0,0,1,
245,chất vải áo nóng. nói chung thì rẻ . nhưng vì nhiều vote tốt nên mình mua thử nhưng thật sự chất rất chán .,2,,0,0,1,
246,"chất lượng thấp vải áo nóng toàn nilon, phần in logo bị loang màu, chỉ may bục nhiều chỗ định mua tặng mà ngại quá tiền nào của nấy",2,,0,0,1,
247,"chỉ thừa nhiều, đường may áo không đẹp",2,,1,0,1,
248,chất liệu vải áo mặc nóng,2,,0,0,1,
249,chất vải áo vừa mặc đã bị xù lông,2,"Em rất xin lỗi vì sự cố trên, do em không kiểm tra hàng trước khi gửi là lỗi của em, em sẽ lưu ý, chân thành xin lỗi anh chị ạ",0,0,1,
250,,2,,0,0,0,
251,"mua áo màu xám ship đến màu tím than, shop không kiểm tra kĩ hàng trước khi giao cho khách, chán shop quá",2,,1,0,1,
252,áo size M mà rộng như váy ,2,,0,0,1,
253,hàng giao lâu.vải áo không được như mong muốn.,2,,0,1,1,
254,"quần may bị lỗi, shop may ẩu, may ống vào túi quần.",2,,1,0,2,
255,thời gian giao hàng cực kì chậm,2,,0,1,0,
256,quần khá mỏng. tầm 100.000đ thì ổn,2,,0,0,2,
257,"shipper mắc dạy quá mẹ tôi đang ngủ nó đập muốn gãy cái cửa sắt, mẹ tôi đang ngủ trưa dậy nhận rồi, tôi đi làm về bả chửi tôi không cho ai ăn ai ngủ",2,,0,1,0,
258,mình đặt bộ quần đỏ shop giao bộ đen. mình đặt 1 đôi giày 38 và 1 đôi giày 39 shop giao 2 đôi bằng nhau. 1 người đi rộng 1 người đi chật,2,,0,0,2,
259,"dép lỏng lẻo không cứng cáp như mẫu,size nam mà hơi bé nhưng giao hàng nhanh",2,,0,1,3,
260,"ít khi đánh giá thấp nhưng dép mới mua về đã bị rách nhỏ khó nhìn thấy. nhưng dùng 1 thời gian theo vết rách sẽ rách to không bền, thiết kế quá sơ sài shop ơi",2,,1,0,3,
261,"cho bảng size không đúng kích cỡ dép, đặt xong không mang vừa.",2,,0,0,3,
262,mới mua hôm 21/10 nay đã đứt quai giày.mọi người mua chú ý ạ vì đơn 50.000đ nên không muốn hoàn trả làm gì cho mất thời gian,2,,0,0,3,
263,size 41 của nam rất nhỏ mang lồi gót. giá rẻ phải chịu thôi.,2,,0,0,3,
264,"size chuẩn dép đẹp nhưng có điều , dép bị nứt 1 đường dài cả 2 mặt đều bị, may ẩu , mong shop để ý và có tâm hơn",2,,1,0,3,
265,"đặt giày chênh lệch tới 2 size mà vẫn chật, tôi nghĩ shop nên làm lại bảng size đi",2,,0,0,3,
266,đặt giày size 43 giao size 41-42 ,2,"dạ, trước tiên shop xin chân thành cảm ơn bạn đã ủng hộ shop ạ. shop cũng rất lấy làm tiếc vì sản phẩm bên shop không làm hài lòng bạn ạ. shop xin ghi nhận đóng góp ý kiến của bạn để cải thiện sản phẩm và mang đến những sản phẩm phù hợp nhất cho mọi người ạ. chúc bạn và gia đình nhiều sức khỏe ạ.",0,0,3,
267,giày không như hình  xấu không hợp giá tiền,2,,0,0,3,
268,đi 2 hôm thì giày xẹp đế,2,,0,0,3,
269,giày nhỏ quá đối với size,2,,0,0,3,
270,"giao hàng không đến nhà toàn phải ra đợi lấy hàng, giày thì quá xấu",2,,0,1,3,
271,shop không nói là size kép. mua về giày quá bé không đi nổi,2,,0,0,3,
272,hàng giày cũng bình thường,2,,0,0,3,
273,đôi nào cũng lỗi góc đế giày. Chán thiệt,2,,0,0,3,
274,giao sai mẫu giày shop treo đầu dê bán thịt chó nên cho 1 sao  mọi người xem ảnh để biết thêm nó khác mẫu chỗ nào nhé ,2,,0,0,3,
275,chất vải quần thô cứng mặc bị lộ bên trong không thể mặc được,2,,0,0,2,
276,mình mua quần màu xanh lơ mà shop lại gửi cho mình màu xanh dương ? ít nhất shop phải thông báo cho mình biết chứ đằng này lại gửi luôn.,2,,0,0,2,
277,"áo vải mỏng nhìn xuyên được bên trong ,vải thừa khá nhiều, đường chỉ may ẩu.so với số tiền mà mua áo này thì không đáng .lần sau sẽ tránh xa shop ra",2,,1,0,1,
278,chất lượng sản phẩm áo tốt nhưng shop giao hàng sai mẫu nhắn tin thì không trả lời nữa,2,,1,1,1,
279,áo rất mỏng quá tệ,2,,0,0,1,
280,màu áo không như ảnh,2,,0,0,1,
281,"vải áo xấu, không đáng tiền",2,,0,0,1,
282,áo nhỏ so với bảng size shop đề ra,2,,0,0,1,
283,,2,,0,0,0,
284,"thiệt sự nhìn hộp giày mà thất vọng tràn trề luôn á. đóng gói thì ẩu tả, mất hết mẫu giày, quá đắt với giá tiền này. cám ơn shop.",2,,1,0,3,
285,"phí ship quá đắt, để miễn phí ship mà ship gần 30.000đ, giày trên hình trắng tinh, giao về màu đục y như giày cũ, trong giày thì bị cắt bung chỉ rất xấu",2,bạn chiếu đèn flash vào nhé. xem là có phản quang không. cảm ơn bạn đã đặt hàng ạ.,1,1,3,
286,shop làm ăn quá chán đã đành bên đóng cho vài miếng giấy không giữ được mũi giày rồi bên shop đóng cái hộp giày hết nói nổi,2,,1,0,3,
287,"giày đẹp nhưng hơi to so với chân mình, mà gói hàng lúc giao cũng không được hoàn thiện cho lắm.",2,,1,0,3,
288,"giao sai màu, đặt màu đen giao màu trắng. giày không phản quang như trong hình và không như quảng cáo, shop không thèm kiểm tra hàng trước khi giao cho khách hàng nữa",2,,1,1,3,
289,giày mỏng đế cứng đi không thoải mái lắm chuẩn bị hàng thì rất lâu.,2,,1,0,3,
290,chỉ may quần khá lỏng lẻo,2,,0,0,2,
291,giao hàng sai màu quần. Shop cũng chẳng thèm thông báo khách . lấy tùm bậy. làm ăn ẩu tả,2,,1,1,2,
292,gói hàng như cứt . ,2,,1,0,0,
293,đặt giày màu trắng. shop giao màu đen. khá thất vọng,2,,0,1,3,
294,"đóng hàng bị móp, bẹp",2,,1,0,0,
295,giày quá tệ,2,,0,0,3,
296,"giày đẹp, nhưng đặt size 42 thì lại giao 43",2,,0,0,3,
297,"mũi giày để nhăn nheo với giày bẹp nhiều chỗ, shop làm ăn cẩu thả",2,,1,0,3,
298,"giống hình, giày không có phản quang, giao hàng chậm",2,,0,1,3,
299,hàng đóng gói khá lỏng lẻo túi quần thì bị rách,2,,1,0,2,
300,"lấy quần trắng lại giao quần màu đen, không kiểm tra hàng kĩ càng gì hết vậy shop",2,,1,0,2,
301,giày chả thấy phản quang gì ,2,,0,0,3,
302,"mua sản phẩm mà toàn là đồ đã được sử dụng, chán shop",2,,1,0,0,
303,chất lượng phục vụ của shop cực kém,2,,1,0,0,
304,"tiền nào của nấy, không muốn nói gì nhiều với shop vì quá chán. giày đi vừa size. mẫu lên rất xấu, nhìn chân thô. hàng vẫn còn mới toanh, mình chỉ thử lên thấy không hợp nên yêu cầu trả hàng hoàn tiền thì shop không đồng ý và khiếu nại ngay. bạn nào định mua thì cân nhắc vì mua rồi hối không kịp.",2,,1,0,3,
305,"shop giao thiếu dây giày, phải lấy dây cũ của mình đeo vô. shop nói sẽ giao lại nhưng vẫn chưa thấy, tạm thời đánh giá xem shop xử lý thế nào sẽ sửa lại sau. giày cũng tạm. biết vậy lấy màu xám xanh chắc sẽ đẹp hơn. shop giao hàng rất nhanh",2,,1,1,3,
306,"thời gian giao hàng nhanh,chất lượng giày thì tiền nào của đó thôi.",2,,0,1,3,
307,giày ADIDAS nhưng lót giày NIKE giày mỏng lắm dây giày thì nhỏ nhưng giá như vậy thì chắc chỉ được thế thôi,2,,0,0,3,
308,"mình đã đánh dấu giao hàng vào giờ hành chính nhưng lại giao buổi tối. Nhân viên giao hàng nói như bố đời luôn, mình hướng dẫn có người nhận hộ thì xồn gọi ra lấy hàng. shop nên đổi đơn vị giao hàng tránh ảnh hưởng tới sản phẩm",2,,1,1,0,
309,đúng là tiền nào của ấy . mua giày size 42 mà nhìn như size 44 ấy,2,,0,0,3,
310,chất lượng giày rất chán. size vớ vẩn. mình chuyển đi size 37 đã lấy lên 1 size 38 rồi mà vẫn chật,2,"cảm ơn anh chị đã tin tưởng và ủng hộ shop. nếu có bất cứ điều gì chưa hài lòng, đừng ngại nhắn tin, shop luôn sẵn sàng giải đáp thắc mắc cũng như hỗ trợ anh chị 24/7. anh chị đừng quên bấm theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé. chúc anh chị một ngày tuyệt vời ",0,0,3,
311,"shop không kiểm tra hàng trước khi giao hàng cho khách hả, giày dính keo 502 cứng vải là sao. Phải chi mà kiểm tra được  hàng trước thanh toán thì tôi cho hàng quay đầu ngay",2,,1,0,3,
312,size giày 43 gì mà như 41 vậy,2,,0,0,3,
313,giày mình mang size 43 vừa mà mua trên shop nó rộng hơn không mang được luôn,2,,0,0,3,
314,giao hàng không nhiệt tình. Shop không chủ động liên hệ giao hàng,2,,1,1,0,
315,"shop giao cho mình nhầm màu giày, thái độ nhân viên giao hàng cực kì kém",2,,1,1,3,
316,size giày bé tí không ních vào được,2,,0,0,3,
317,hàng giày không giống hình,2,,0,0,3,
318,"hàng giày không đẹp như mình tưởng, tiền nào của đó",2,,0,0,3,
319,thiếu dây giày,2,,0,0,3,
320,chỉ giày bung,2,,0,0,3,
321,giày cỡ 39 mà rộng như 41,2,,0,0,3,
322,"nhiều chỉ thừa do may ẩu, hình in dưới quần không phải in mà dán nên rất dễ rơi",2,,1,0,2,
323,"chồng mình mặc size L mình trừ hao mua XL cho thoải mái, mà size giao XL gì mà mặc vào không vừa, mình mua 2 bộ, quần shop giao chắc chỉ tầm size M thôi, nhìn nhỏ xíu à",2,,0,0,2,
324,"áo đẹp nhưng quần thì dỏm quá. mặc được 1 lần thì đường chỉ ở lưng quần bung hết, shop may ẩu, bung chỉ hết trơn",2,,1,0,2,
325,"đã nhận được sản phẩm , giao hàng nhanh chóng , đóng gói cẩn thận , nhưng chỉ quần nhanh tuột",2,,1,1,2,
326,shop không biết nói nhắn tin gì hết. anh mình như thấy vải quần mềm mát nè mang được mấy bữa sổ chỉ,2,,1,0,2,
327,sản phẩm quần bé so với size nhiều với cả lúc giặt lên mùi hôi rất khó chịu nha mọi người,2,,0,0,2,
328,áo giặt ra màu kinh khủng luôn . giặt 4-5 lần vẫn bị ra màu.,2,,0,0,1,
329,tuy là giá rẻ nhưng áo mỏng lắm. mặc dễ bị lộ một chút. chất mát nhẹ nhưng dễ bị  phai màu. phần ngực nở hơn phần bụng thì mặc mẫu mới đẹp. còn chất lượng dịch vụ thì đánh 5 sao,2,,1,0,1,
330,mặc chưa được một ngày thì áo đã bung chỉ. chất liệu thì vải thì ok,2,,0,0,1,
331,giá bình thường đã ổn giảm giá tiền nào của đó nên cũng không trông mong gì nhiều mà so với hình thì hơi thất vọng một chút. áo vải ok quần vải hơi cứng chút,2,,0,0,1,
332,mua hai bộ chung size mà áo nhỏ áo bự,2,,0,0,1,
333,đường may áo bị lỗi. quá tệ,2,,1,0,0,
334,vải áo thì ok nhưng nhãn mác thì quá dỏm dán mà mới lấy hàng thấy nhãn mác bung ra hết nhưng bù lại vải thì vẫn tạm chấp nhận được,2,,1,0,1,
335,"đặt áo màu đen mà shop giao màu xanh đen bó tay, không chịu kiểm tra hàng gì hết. chất lượng thì vừa túi tiền.",2,,1,0,1,
336,"ban đầu nhìn nhiều người mua nên cũng đặt cho bạn mình, do dịch nên giao khá lâu mình cũng không có ý kiến nhưng đơn của mình hoàn xu và mình đã nhận được hàng từ trong tháng 8 đầu tháng 9 rồi nhưng đến bây giờ mới được shop duyệt là đã nhận được hàng. bạn mình nói vải áo khá mỏng cám ơn shop.",2,,0,1,1,
337,sản phẩm áo không đúng như hình hàng loại 3 mọi người cân nhắc kĩ trước khi mua đóng gói thì rất ok,2,,1,0,1,
338,"chất lượng áo kém, đường chỉ bị bỏ mũi 2-3 chỗ ",2,,0,0,1,
339,"áo thủng, chán",2,,0,0,1,
340,chỉ quần rất tệ mặc bung hết logo in giặc vài lần sẽ bong,2,,0,0,2,
341,bỏ cáp rồi thì mới thấy lỗi ở chỗ cúc áo,2,dạ vina shop thật lòng xin lỗi về bất tiện chị gặp phải ạ. vui lòng kiểm tra tin nhắn để vina shop có thể hỗ trợ chị 1 cách trọn vẹn nhất. chúc chị mọi điều như ý!,0,0,1,
